#cue,target,fsg,bsg,qfr,tfr,jcn,jcn_sensed
alley,way,0.064,0,8,909,6.608381,18.1435216
alligator,animal,0.079,0,4,68,7.505197,16.51332809
alligator,crocodile,0.46,0.629,4,1,1.992429,2.082215469
alligator,florida,0.048,0,4,20,22.907933,22.35210024
alligator,green,0.016,0,4,116,16.281342,20.62006
alligator,lake,0.016,0,4,54,12.891249,21.49861041
alligator,reptile,0.048,0.095,4,0,4.080617,4.023365593
alligator,river,0.024,0,4,165,18.466539,17.88769249
alligator,swamp,0.032,0.047,4,5,22.462319,21.96257933
almanac,atlas,0.041,0,1,12,9.102908,8.943249598
almanac,book,0.203,0,1,193,6.573671,22.0748316
almanac,calendar,0.041,0,1,28,25.336982,24.78112588
almanac,dictionary,0.068,0,1,57,7.516875,7.333811686
almanac,encyclopedia,0.027,0,1,1,10.751648,10.19601257
almanac,history,0.014,0,1,286,21.540118,22.74195823
almanac,information,0.047,0,1,269,19.446929,18.99519764
almanac,knowledge,0.014,0,1,145,17.080003,16.6001418
almanac,map,0.101,0,1,13,15.977248,24.34117459
almanac,weather,0.02,0,1,69,21.131374,20.73807461
almanac,world,0.047,0,1,787,19.062869,21.66061753
almanac,year,0.027,0,1,660,21.50029,21.00474174
almond,bar,0.013,0,1,82,14.020526,21.02097079
almond,butter,0.026,0,1,27,20.032854,21.97982114
almond,candy,0.058,0,1,16,21.640806,20.66820935
almond,chocolate,0.084,0,1,9,23.834493,22.81728458
almond,nut,0.338,0.027,1,15,3.637581,3.288401888
almond,peanut,0.058,0,1,6,5.646209,5.148801761
almond,pecan,0.013,0,1,1,6.562498,6.129631014
alphabet,cereal,0.02,0,2,17,22.142999,22.11609306
alphabet,school,0.033,0,2,492,15.510369,17.05265453
alphabet,soup,0.261,0,2,16,21.849804,21.01352037
alternative,choice,0.145,0.025,34,113,0,4.77E-09
alternative,music,0.211,0,34,216,7.77188,15.8078812
alternative,option,0.046,0.014,34,5,0,4.77E-09
alternative,solution,0.02,0,34,59,12.190513,16.73853635
alternative,suggestion,0.013,0,34,34,12.58194,7.782438484
alto,bass,0.027,0,4,16,2.123115,3.682979732
alto,bus,0.014,0,4,34,20.972275,20.47972639
alto,music,0.027,0,4,216,16.106431,21.11218064
alto,singer,0.081,0,4,10,5.571217,5.512621969
alto,tenor,0.014,0.086,4,6,4.185431,4.436751534
alto,voice,0.034,0.014,4,226,4.14137,7.089504406
aluminum,metal,0.11,0.02,18,61,6.594262,5.374803461
aluminum,siding,0.055,0.197,18,5,22.378874,22.41181947
aluminum,silver,0.021,0,18,29,13.435984,22.08100174
aluminum,steel,0.034,0,18,45,16.382163,14.0650383
aluminum,tin,0.082,0.048,18,12,14.534461,12.11058348
amateur,athlete,0.013,0,25,9,4.907879,4.964290414
amateur,baseball,0.02,0,25,57,19.117169,20.48706801
amateur,beginner,0.128,0.033,25,1,14.930053,16.01676268
amateur,boxer,0.027,0,25,1,15.660971,15.54662436
amateur,comedian,0.013,0,25,5,14.004622,13.94812144
amateur,expert,0.034,0.036,25,30,12.612726,12.80901536
amateur,night,0.013,0,25,411,19.288635,19.14146096
amateur,novice,0.047,0.053,25,3,15.81878,19.25935503
amateur,professional,0.275,0.108,25,57,8.145246,8.27859682
ambition,anxiety,0.014,0,19,42,7.001036,18.54321252
ambition,goal,0.23,0.013,19,60,9.821639,9.881586638
ambition,greed,0.02,0,19,3,16.766708,16.45215868
ambition,money,0.02,0,19,265,16.403392,18.1165826
ambition,power,0.014,0,19,342,9.067745,12.18854028
ambition,student,0.014,0,19,131,17.292661,17.04175522
ambition,success,0.041,0,19,93,16.77402,20.35659445
ambition,will,0.014,0,19,2244,10.730535,14.19325439
ambulance,accident,0.116,0.014,6,33,22.130748,21.76584901
ambulance,blood,0.014,0,6,121,18.794873,22.06434199
ambulance,car,0.014,0,6,274,4.59333,4.592084946
ambulance,death,0.014,0,6,277,20.139364,19.91561777
ambulance,driver,0.043,0,6,79,15.924835,20.53020367
ambulance,emergency,0.174,0.13,6,29,16.367684,16.3709579
ambulance,hospital,0.174,0,6,110,16.650017,16.39233326
ambulance,injury,0.022,0,6,27,20.542317,22.98063273
ambulance,light,0.036,0,6,333,13.907432,20.92595173
ambulance,pain,0.014,0,6,88,19.690078,20.82282212
ambulance,red,0.014,0,6,197,19.131067,19.20723241
ambulance,sickness,0.029,0,6,6,19.771051,23.86483514
ambulance,siren,0.094,0.091,6,1,19.127774,25.42297976
america,country,0.112,0.081,194,324,1.069281,14.9741014
america,democracy,0.014,0.027,194,24,17.597888,18.04900927
america,europe,0.014,0,194,118,6.584015,17.49950479
america,flag,0.068,0,194,16,14.514209,19.81465308
america,freedom,0.219,0,194,128,15.215837,17.26826403
america,home,0.048,0,194,547,9.044453,10.05449128
america,russia,0.014,0,194,72,4.772768,18.19351913
america,usa,0.185,0.223,194,4,0,4.77E-09
amount,cost,0.027,0.024,172,229,3.204368,3.133016991
amount,dollar,0.04,0,172,46,7.577997,15.59145422
amount,lot,0.04,0,172,127,5.986733,11.62136874
amount,measure,0.04,0.02,172,91,0,4.77E-09
amount,money,0.383,0,172,265,5.91373,5.892093357
amount,number,0.027,0.027,172,472,0,0.937703128
amount,pile,0.013,0,172,25,5.986733,11.62136874
amount,quantity,0.067,0.379,172,33,0,4.77E-09
amount,sum,0.047,0.088,172,45,0,4.77E-09
amount,total,0.087,0,172,211,0,4.77E-09
amp,band,0.02,0,1,53,11.364928,21.37467914
amp,battery,0.013,0,1,18,15.070909,24.61204955
amp,car,0.02,0,1,274,12.259559,21.39852133
amp,electricity,0.053,0,1,26,14.213833,22.40744486
amp,music,0.1,0,1,216,10.016126,20.92985908
amp,power,0.027,0,1,342,8.285622,20.55737024
amp,sound,0.033,0,1,204,9.91493,17.63270507
amp,speaker,0.06,0,1,49,13.32818,21.44516902
amp,volt,0.033,0.049,1,1,6.05206,10.10828197
amp,volume,0.02,0,1,135,8.729203,15.8644013
amp,watt,0.053,0.026,1,2,5.655277,9.832028589
analysis,doctor,0.028,0,108,100,12.610977,19.16843006
analysis,exam,0.014,0,108,29,13.138015,13.57346734
analysis,experiment,0.014,0,108,122,5.195264,5.072955463
analysis,geometry,0.014,0,108,9,2.877342,2.727881122
analysis,math,0.021,0,108,4,0.803859,0.871673666
analysis,paper,0.014,0,108,157,7.406365,19.23312553
analysis,problem,0.014,0,108,313,11.378635,17.66940986
analysis,psychology,0.014,0,108,14,5.387902,19.53064518
analysis,research,0.014,0,108,171,4.372636,4.318862272
analysis,study,0.183,0,108,246,3.6345,17.89478241
analysis,survey,0.014,0,108,37,4.519325,17.75476918
analysis,test,0.113,0,108,119,6.298617,12.28470381
analysis,theory,0.014,0,108,129,6.854338,13.55676276
anarchy,chaos,0.137,0.033,7,17,6.5656,6.709456768
anarchy,confusion,0.021,0,7,44,5.205974,5.323162407
anarchy,democracy,0.021,0.014,7,24,22.739676,23.55117758
anarchy,disorder,0.014,0.013,7,7,3.656414,3.701301974
anarchy,freedom,0.014,0,7,128,13.324983,15.05178862
anarchy,government,0.151,0.016,7,417,19.22005,20.70002654
anarchy,king,0.041,0,7,88,20.501466,20.24824346
anarchy,monarchy,0.027,0.091,7,0,23.279093,23.04807401
anarchy,peace,0.021,0,7,198,14.912909,21.85344707
anarchy,politics,0.014,0,7,69,20.735273,20.54207357
anarchy,rule,0.021,0,7,73,14.906018,14.83252355
anarchy,ruler,0.034,0,7,3,19.972837,21.71552392
anarchy,war,0.014,0,7,464,14.058766,14.23158257
anatomy,arm,0.021,0,9,94,11.75171,14.93618956
anatomy,biology,0.028,0.02,9,7,1.491656,1.537334619
anatomy,body,0.607,0,9,276,0.399964,0.410798454
anatomy,class,0.014,0,9,207,13.848497,19.98991299
anatomy,doctor,0.028,0,9,100,12.236308,14.42377052
anatomy,frog,0.014,0,9,1,15.748528,17.46829296
anatomy,human,0.021,0.015,9,299,7.408011,7.296158717
anatomy,medicine,0.021,0,9,30,3.423262,16.76256496
anatomy,physiology,0.103,0.127,9,2,4.081916,20.4150147
anatomy,science,0.041,0,9,131,4.735544,4.387446702
anatomy,sex,0.014,0,9,84,14.310451,17.09177886
ancestor,age,0.013,0,7,227,14.295721,15.94657046
ancestor,family,0.052,0,7,331,4.328648,4.381888551
ancestor,father,0.02,0,7,183,1.231012,1.501833446
ancestor,heritage,0.026,0.054,7,21,15.782579,18.62520677
ancestor,parent,0.013,0,7,15,0.417068,0.384191088
anchor,boat,0.325,0,15,72,13.50895,13.43619605
anchor,navy,0.024,0,15,37,22.321927,22.06957304
anchor,news,0.016,0,15,102,19.542319,21.65713927
anchor,sailor,0.016,0.015,15,5,14.15829,18.18271437
anchor,sea,0.016,0,15,95,19.73905,19.38976989
anchor,ship,0.254,0,15,83,13.176099,13.12819933
anchor,weight,0.056,0,15,91,14.70718,15.37112349
angel,cake,0.014,0,18,13,17.699115,21.53115946
angel,christmas,0.014,0,18,27,21.493359,21.15959591
angel,cloud,0.014,0,18,28,19.740219,20.38375701
angel,death,0.02,0,18,277,12.066365,18.88752081
angel,devil,0.15,0.181,18,25,9.11469,9.281505576
angel,god,0.075,0,18,318,4.813617,4.705568055
angel,halo,0.061,0.651,18,2,20.863324,21.36685641
angel,heart,0.027,0,18,173,11.209254,19.21368576
angel,heaven,0.327,0.05,18,43,19.376841,14.6213562
angel,saint,0.041,0.091,18,16,0,4.77E-09
angel,white,0.02,0,18,365,7.72917,18.64078771
anger,fear,0.059,0.02,48,127,4.436518,5.491394042
anger,frustration,0.017,0.226,48,10,3.360893,3.284195291
anger,happiness,0.042,0,48,23,6.961655,21.19359453
anger,pain,0.017,0,48,88,6.097784,6.7708796
anger,pleasure,0.017,0,48,62,6.972091,7.060238118
anger,rage,0.042,0.541,48,16,1.348836,1.314320861
animal,beast,0.011,0.4,68,7,0,4.77E-09
animal,bird,0.016,0.04,68,31,2.121948,12.6803483
animal,cage,0.011,0.294,68,9,12.837794,14.39011152
animal,cat,0.12,0,68,23,3.771863,4.774561281
animal,circus,0.011,0.056,68,7,15.2446,17.47036465
animal,dog,0.293,0.026,68,75,3.605982,3.533774504
animal,farm,0.016,0.376,68,125,12.927747,12.49514489
animal,fat,0.022,0,68,60,13.032882,14.86767496
animal,fur,0.022,0.149,68,13,14.064104,13.45932691
animal,horse,0.016,0.079,68,117,2.79321,11.78280289
animal,house,0.022,0,68,591,10.124327,12.27601987
animal,human,0.016,0.074,68,299,1.962504,2.827493735
animal,instinct,0.011,0.013,68,14,15.121044,14.72952463
animal,kingdom,0.011,0.069,68,216,13.911882,16.37175236
animal,lion,0.022,0.064,68,17,5.89574,6.035692499
animal,lover,0.016,0,68,19,7.790468,7.908510509
animal,mammal,0.011,0.199,68,1,0.758032,0.741796658
animal,man,0.011,0,68,1207,1.962504,1.844256813
animal,mineral,0.011,0,68,12,13.065918,12.22836317
animal,party,0.016,0.158,68,216,9.0551,8.900532809
animal,pet,0.011,0.048,68,8,6.767594,6.854002823
animal,pig,0.011,0.028,68,8,6.165418,6.303956486
animal,rabbit,0.011,0.05,68,11,6.4691,15.48370868
animal,shelter,0.022,0,68,70,11.125079,15.04999652
animal,zoo,0.022,0.649,68,9,14.90824,14.76480497
anisette,alcohol,0.014,0,0,13,7.618757,7.077498054
anisette,confusion,0.014,0,0,44,24.282453,25.22003892
anisette,cookie,0.014,0,0,1,21.459227,17.58642546
anisette,dictionary,0.014,0,0,57,24.223046,23.43632379
anisette,drug,0.014,0,0,24,9.283844,8.971194463
anisette,liquor,0.02,0,0,43,8.909559,8.434684331
anisette,medicine,0.014,0,0,30,10.904293,10.6748635
anisette,spice,0.014,0,0,4,18.423671,25.22003892
ankle,bone,0.035,0,8,33,11.386539,11.07966437
ankle,bracelet,0.049,0,8,1,24.125452,23.18500936
ankle,elbow,0.021,0.014,8,10,5.416091,5.481680048
ankle,foot,0.364,0,8,70,10.737909,11.38261392
ankle,joint,0.014,0,8,39,3.157004,3.182672776
ankle,knee,0.028,0.048,8,35,3.986128,4.015342979
ankle,leg,0.133,0,8,58,12.244248,12.03555468
ankle,pain,0.014,0,8,88,20.402334,21.48528901
ankle,twist,0.028,0.02,8,18,21.437606,21.81476821
ankle,wrist,0.028,0.041,8,10,1.426888,1.447735643
answer,phone,0.024,0,152,54,11.684564,17.50560736
answer,question,0.54,0.767,152,257,7.134907,17.31604314
answer,response,0.071,0.49,152,77,0,4.77E-09
answer,solution,0.032,0.291,152,59,0,4.77E-09
ant,anteater,0.017,0.29,6,1,14.548629,14.2565716
ant,bee,0.034,0,6,11,2.08541,2.138059455
ant,bug,0.084,0.06,6,4,7.821299,7.575117087
ant,food,0.017,0,6,147,14.532771,15.8476819
ant,grasshopper,0.017,0,6,4,8.051854,7.980582195
ant,hill,0.314,0,6,72,17.195722,17.65252619
ant,hole,0.017,0,6,58,17.507616,19.58253541
ant,insect,0.168,0.063,6,14,3.94098,3.859108965
ant,picnic,0.034,0.175,6,15,21.458307,22.71826846
ant,roach,0.017,0.021,6,2,8.862813,14.76739722
ant,spider,0.017,0,6,2,8.89292,8.71232181
anteater,aardvark,0.117,0.059,1,0,0,4.77E-09
anteater,animal,0.179,0,1,68,8.111353,8.868905844
anteater,ant,0.29,0.017,1,6,14.548629,14.2565716
anteater,bug,0.062,0,1,4,14.488134,15.02976149
anteater,hose,0.097,0,1,9,22.112642,22.81273026
anteater,insect,0.014,0,1,14,10.607716,11.31375336
anteater,panther,0.021,0,1,1,12.369043,13.24983914
antelope,animal,0.224,0,7,68,5.914115,5.77786339
antelope,antler,0.046,0,7,3,23.132084,22.51433504
antelope,beast,0.013,0,7,7,5.914115,5.77786339
antelope,buffalo,0.013,0,7,16,6.370117,6.279298881
antelope,deer,0.362,0.014,7,13,5.497979,5.382596121
antelope,fruit,0.013,0,7,35,16.072778,21.45646857
antelope,gazelle,0.033,0.034,7,1,2.197223,2.174751721
antelope,horn,0.039,0,7,31,19.412575,20.16295978
antelope,moose,0.013,0.024,7,0,8.947985,8.614717172
antenna,bug,0.014,0,13,4,8.929448,21.87120952
antenna,car,0.095,0,13,274,11.167071,19.74451509
antenna,music,0.027,0,13,216,10.947866,18.18901906
antenna,radio,0.162,0,13,120,13.285329,13.31826226
antenna,sound,0.014,0,13,204,13.815971,18.13037033
antenna,stereo,0.02,0,13,12,15.297771,15.2830409
antenna,television,0.378,0,13,50,13.330845,13.51375428
antenna,wire,0.041,0,13,42,11.072113,11.00718415
antidote,cure,0.192,0,2,28,4.248503,3.592735594
antidote,disease,0.021,0,2,53,21.283388,20.09316373
antidote,drug,0.027,0,2,24,7.67442,7.179434994
antidote,medicine,0.144,0,2,30,6.053965,5.475765959
antidote,poison,0.164,0.041,2,10,23.414817,21.90407551
antidote,remedy,0.068,0,2,16,4.248503,3.592735594
antidote,story,0.027,0,2,153,20.293031,19.26766719
antidote,venom,0.034,0,2,2,24.124288,24.28362165
antique,chair,0.013,0,12,66,15.055253,16.6363835
antique,furniture,0.033,0,12,39,13.749106,13.68015367
antique,lamp,0.027,0,12,18,16.335599,18.26000604
antique,money,0.013,0,12,265,20.210186,20.74828351
antique,store,0.013,0,12,74,15.569049,17.72958827
antler,animal,0.014,0,3,68,17.218224,16.73647165
antler,ant,0.061,0,3,6,23.655761,23.04042813
antler,antenna,0.014,0,3,13,9.854061,9.793120776
antler,deer,0.615,0.069,3,13,22.285116,21.96779133
antler,horn,0.054,0.014,3,31,2.34455,2.351375257
antler,moose,0.027,0.139,3,0,25.734726,25.19991238
antler,ram,0.014,0,3,2,25.1756,25.60537749
antler,reindeer,0.034,0,3,0,26.022692,25.19991238
anxiety,excitement,0.014,0.019,42,32,4.446361,4.483637273
anxiety,fear,0.099,0.02,42,127,0.524866,0.532903565
anxiety,feeling,0.014,0,42,172,2.792306,11.75342551
anxiety,frustration,0.028,0.014,42,10,7.375066,8.284689635
anxiety,nerves,0.035,0,42,22,5.751887,5.785472241
anxiety,pressure,0.014,0,42,185,9.737667,12.72845259
anxiety,psychology,0.014,0,42,14,12.365372,19.9580892
anxiety,school,0.021,0,42,492,10.956863,16.2387062
anxiety,stress,0.077,0.079,42,107,6.043647,6.073154314
apartment,bill,0.021,0,81,133,10.179257,18.06096921
apartment,building,0.077,0.025,81,160,6.647345,17.96133937
apartment,carpet,0.014,0,81,13,14.882946,14.51788207
apartment,door,0.014,0,81,312,9.487576,9.56880146
apartment,freedom,0.042,0,81,128,16.91847,16.48839289
apartment,home,0.133,0,81,547,2.636957,2.793572935
apartment,house,0.154,0.055,81,591,2.96618,8.906425938
apartment,manager,0.014,0,81,88,15.529638,15.82247376
apartment,rent,0.042,0.155,81,21,17.595721,17.27150635
apartment,room,0.077,0,81,383,5.915095,17.57034629
apartment,roommate,0.014,0,81,1,19.916748,19.63467643
apathy,pity,0.014,0,3,14,11.817118,22.28314714
apathy,sorrow,0.028,0,3,9,11.244926,12.09510246
apathy,sympathy,0.257,0.029,3,44,9.958076,9.995041635
ape,animal,0.041,0,3,68,6.645004,12.54764285
ape,chimpanzee,0.014,0.054,3,0,1.648658,1.481604541
ape,gorilla,0.185,0.261,3,0,1.648658,1.481604541
ape,mammal,0.021,0.014,3,1,5.886959,5.729213913
ape,man,0.075,0,3,1207,4.872534,14.25545501
ape,monkey,0.459,0.174,3,9,8.009098,8.087983559
ape,primate,0.014,0.132,3,1,4.777511,4.707890857
apex,book,0.014,0,4,193,16.584298,17.06010717
apex,building,0.014,0,4,160,14.972974,17.28222425
apex,center,0.014,0,4,224,11.11976,12.70273536
apex,climax,0.02,0,4,14,19.826321,22.19613577
apex,end,0.02,0,4,410,6.265389,16.95372759
apex,geometry,0.014,0,4,9,22.409466,24.45789887
apex,peak,0.068,0,4,16,0,4.77E-09
apex,point,0.048,0,4,395,7.251579,9.134096826
apex,summit,0.014,0.014,4,12,11.568049,12.48353831
apex,top,0.143,0,4,204,7.625555,12.48353831
apology,mistake,0.019,0,3,34,12.43039,14.2030298
apology,sorrow,0.013,0,3,9,11.985234,22.63796852
apology,study,0.013,0,3,246,11.568049,20.92818263
apology,thanks,0.013,0,3,37,8.248375,7.531508641
appeal,court,0.082,0,62,230,10.358079,19.45721771
appeal,interest,0.014,0,62,330,10.20731,18.11323206
appeal,law,0.021,0,62,299,12.605731,18.85672936
appeal,sex,0.137,0.041,62,84,13.749484,20.16822251
appearance,clothes,0.047,0,57,89,12.464166,19.56991558
appearance,dress,0.02,0,57,67,14.890702,17.16011124
appearance,face,0.04,0,57,371,1.428453,2.540144146
appearance,hair,0.027,0,57,148,12.801802,17.94125506
appearance,mirror,0.02,0,57,27,14.114127,14.28808218
appendage,addition,0.021,0,1,142,5.267871,5.281662965
appendage,arm,0.386,0,1,94,2.432362,2.482367196
appendage,body,0.014,0,1,276,6.759634,7.340417714
appendage,book,0.043,0,1,193,12.820842,15.05938268
appendage,finger,0.043,0,1,40,2.358046,7.744386935
appendage,foot,0.014,0,1,70,1.035737,13.80079318
appendage,leg,0.086,0,1,58,2.54202,15.81151536
appendage,limb,0.014,0.016,1,5,1.415114,1.476315248
appendage,operation,0.014,0,1,113,11.638056,16.11892366
appliance,blender,0.075,0,5,0,18.870773,18.55339868
appliance,dishwasher,0.027,0.033,5,1,6.030672,5.459585514
appliance,dryer,0.014,0,5,4,3.465736,3.262360937
appliance,iron,0.014,0,5,43,2.246494,2.260912397
appliance,kitchen,0.109,0.03,5,90,13.562448,15.694027
appliance,microwave,0.041,0,5,2,5.337546,5.054120406
appliance,oven,0.034,0,5,7,3.227326,2.974678864
appliance,pot,0.02,0,5,33,10.666325,10.69563328
appliance,refrigerator,0.109,0,5,23,2.224021,2.220907062
appliance,stove,0.129,0,5,15,0.660047,0.732197695
appliance,television,0.02,0,5,50,13.608034,13.95827883
appliance,toaster,0.122,0,5,0,6.723819,6.152732695
appliance,washer,0.054,0,5,2,4.325933,4.360973225
application,college,0.021,0,68,267,17.402805,18.71764671
application,employment,0.028,0,68,47,2.2786,2.222501535
application,form,0.069,0.042,68,370,8.308891,15.05565781
application,information,0.014,0,68,269,8.180963,7.842757028
application,interview,0.021,0,68,34,12.832029,20.50940618
application,job,0.331,0,68,238,0.50698,0.524385154
application,medicine,0.014,0,68,30,2.481624,13.60148916
application,pain,0.014,0,68,88,14.799686,19.79824049
application,work,0.028,0,68,760,3.868667,16.62233845
appointment,book,0.027,0,28,193,13.03951,17.52623177
appointment,commitment,0.027,0,28,13,13.806815,15.58499443
appointment,date,0.115,0,28,103,0,4.77E-09
appointment,dentist,0.02,0,28,12,16.818878,20.11967485
appointment,doctor,0.243,0,28,100,13.154952,15.50798657
appointment,interview,0.014,0,28,34,15.338364,21.36685641
appointment,meeting,0.081,0,28,159,1.338036,1.296392809
appointment,schedule,0.068,0.028,28,36,19.921112,21.32240465
appointment,time,0.196,0,28,1599,15.143026,18.18502186
approval,agreement,0.046,0,51,106,4.998076,12.04848048
approval,blessing,0.02,0.014,51,10,0,4.77E-09
approval,check,0.013,0.013,51,88,10.392742,12.53305211
approval,denial,0.02,0,51,18,8.4246,11.16576138
approval,mom,0.013,0,51,3,15.59284,20.69470738
approval,okay,0.059,0.015,51,20,5.856893,20.27084491
approval,parent,0.013,0,51,15,13.193831,17.18204745
approval,praise,0.026,0.021,51,17,3.518414,1.886688406
apron,barbecue,0.014,0,7,13,19.503442,22.77954425
apron,clothes,0.034,0,7,89,6.146206,9.538844439
apron,kitchen,0.149,0,7,90,17.453225,20.78711409
apron,maid,0.034,0,7,31,20.533881,21.51730254
apron,mother,0.054,0,7,216,18.251839,18.88208179
apron,work,0.02,0,7,760,13.680452,17.90944898
architect,art,0.013,0,22,208,10.635582,16.03456643
architect,artist,0.013,0,22,57,2.704457,2.785270969
architect,building,0.289,0,22,160,11.135237,16.53929447
architect,designer,0.072,0,22,18,0,4.77E-09
architect,drawing,0.033,0,22,40,13.091404,17.90453542
architect,engineer,0.033,0,22,42,11.805957,11.85746296
architect,house,0.105,0,22,591,12.664801,13.3745661
architect,painter,0.013,0,22,21,3.877667,4.005923463
architect,pencil,0.013,0,22,34,16.175733,17.27072588
architect,sculpture,0.013,0,22,11,13.679703,18.48520462
architecture,art,0.013,0,11,208,12.559027,17.95077753
architecture,building,0.51,0,11,160,6.179859,6.228207513
architecture,cathedral,0.013,0,11,8,12.359717,23.83885966
architecture,drawing,0.013,0,11,40,14.776724,22.11609306
architecture,engineer,0.013,0,11,42,18.640024,20.07575319
architecture,house,0.081,0,11,591,7.709328,8.665256724
architecture,skyscraper,0.013,0,11,2,13.745893,13.41192647
architecture,structure,0.04,0,11,91,2.497646,2.549445171
